customer_id,recency,frequency,monetary,cluster,segment
12437.0,1,39,12683.4,0,Low-Value
12438.0,13,2,2906.85,0,Low-Value
12439.0,682,2,1158.18,0,Low-Value
12440.0,461,2,859.2,0,Low-Value
12441.0,366,1,347.1,0,Low-Value
12442.0,2,1,172.06,0,Low-Value
12443.0,731,1,485.31,0,Low-Value
12444.0,20,5,5005.46,0,Low-Value
12445.0,21,2,434.98,0,Low-Value
12446.0,57,1,1002.3100000000001,0,Low-Value
12447.0,242,1,476.49,0,Low-Value
12448.0,43,1,449.45,0,Low-Value
12449.0,21,6,4835.89,0,Low-Value
12450.0,155,5,688.2,0,Low-Value
12451.0,10,8,12669.88,0,Low-Value
12452.0,16,2,430.57,0,Low-Value
12453.0,133,1,707.09,0,Low-Value
12454.0,55,5,16679.78,0,Low-Value
12455.0,72,10,5879.95,0,Low-Value
12456.0,43,3,3181.04,0,Low-Value
12457.0,65,8,2995.91,0,Low-Value
12458.0,70,4,1777.49,0,Low-Value
12459.0,604,1,454.36,0,Low-Value
12460.0,455,1,326.65,0,Low-Value
12461.0,93,2,826.88,0,Low-Value
12462.0,18,2,1189.59,0,Low-Value
12463.0,52,4,1344.78,0,Low-Value
12464.0,9,8,1212.05,0,Low-Value
12465.0,16,2,742.1899999999999,0,Low-Value
12466.0,681,1,56.73,0,Low-Value
12467.0,422,1,132.8,0,Low-Value
12468.0,187,5,3670.74,0,Low-Value
12469.0,522,2,3070.54,0,Low-Value
12470.0,689,1,211.95,0,Low-Value
12471.0,1,79,39963.79,0,Low-Value
12472.0,31,19,17880.59,0,Low-Value
12473.0,28,5,3938.5499999999997,0,Low-Value
12474.0,16,31,12424.45,0,Low-Value
12475.0,53,2,1149.64,0,Low-Value
12476.0,15,23,14115.41,0,Low-Value
12477.0,22,9,20276.37,0,Low-Value
12478.0,3,1,680.99,0,Low-Value
12479.0,10,1,527.2,0,Low-Value
12480.0,27,7,5464.85,0,Low-Value
12481.0,22,15,12361.39,0,Low-Value
12482.0,575,29,23691.4,0,Low-Value
12483.0,16,19,5120.58,0,Low-Value
12484.0,32,12,6370.15,0,Low-Value
12485.0,528,1,708.1,0,Low-Value
12486.0,431,1,1037.28,0,Low-Value
12487.0,730,1,285.29999999999995,0,Low-Value
12488.0,9,3,1298.66,0,Low-Value
12489.0,335,1,334.93,0,Low-Value
12490.0,4,21,9823.64,0,Low-Value
12491.0,38,1,460.40000000000003,0,Low-Value
12492.0,62,3,715.21,0,Low-Value
12493.0,165,2,433.74,0,Low-Value
12494.0,15,9,1872.8700000000001,0,Low-Value
12495.0,640,1,357.4,0,Low-Value
12496.0,619,2,54.09,0,Low-Value
12497.0,81,3,6248.5,0,Low-Value
12498.0,20,3,403.70000000000005,0,Low-Value
12499.0,559,1,393.72,0,Low-Value
12500.0,22,19,5955.21,0,Low-Value
12501.0,336,1,2169.39,0,Low-Value
12502.0,95,5,3723.87,0,Low-Value
12503.0,583,1,1126.0,0,Low-Value
12504.0,17,4,779.05,0,Low-Value
12505.0,408,1,955.2,0,Low-Value
12506.0,232,1,73.5,0,Low-Value
12507.0,133,4,1844.06,0,Low-Value
12508.0,25,2,398.27,0,Low-Value
12509.0,283,1,176.5,0,Low-Value
12510.0,142,9,5178.02,0,Low-Value
12511.0,428,1,3084.02,0,Low-Value
12512.0,65,2,138.03,0,Low-Value
12513.0,112,1,612.29,0,Low-Value
12514.0,266,2,1597.76,0,Low-Value
12515.0,352,1,383.7,0,Low-Value
12516.0,77,4,2648.62,0,Low-Value
12517.0,27,5,2502.84,0,Low-Value
12518.0,0,5,2056.89,0,Low-Value
12519.0,63,2,726.54,0,Low-Value
12520.0,78,5,2634.26,0,Low-Value
12521.0,142,1,599.68,0,Low-Value
12522.0,38,2,192.72,0,Low-Value
12523.0,18,23,4372.15,0,Low-Value
12524.0,8,17,11126.11,0,Low-Value
12525.0,497,3,973.73,0,Low-Value
12526.0,0,3,1316.66,0,Low-Value
12527.0,81,5,735.51,0,Low-Value
12528.0,8,6,1933.48,0,Low-Value
12529.0,527,1,316.48,0,Low-Value
12530.0,59,9,3759.26,0,Low-Value
12531.0,14,2,1933.2,0,Low-Value
12532.0,29,1,349.83000000000004,0,Low-Value
12533.0,627,2,1367.89,0,Low-Value
12534.0,130,1,1089.18,0,Low-Value
12535.0,91,2,716.35,0,Low-Value
12536.0,42,3,12601.830000000002,0,Low-Value
12537.0,408,1,732.94,0,Low-Value
12538.0,28,2,640.45,0,Low-Value
12539.0,21,7,11214.75,0,Low-Value
12540.0,19,33,22254.49,0,Low-Value
12541.0,29,3,981.18,0,Low-Value
12542.0,483,2,481.88,0,Low-Value
12543.0,447,1,980.25,0,Low-Value
12544.0,35,1,372.7,0,Low-Value
12545.0,74,2,1000.39,0,Low-Value
12546.0,46,2,1161.5,0,Low-Value
12547.0,197,3,383.58,0,Low-Value
12548.0,165,1,95.19999999999999,0,Low-Value
12549.0,575,6,1575.68,0,Low-Value
12550.0,78,1,964.83,0,Low-Value
12551.0,357,1,168.0,0,Low-Value
12552.0,38,2,437.82,0,Low-Value
12553.0,7,12,4608.75,0,Low-Value
12554.0,448,1,468.5,0,Low-Value
12555.0,681,1,129.23,0,Low-Value
12556.0,49,2,603.71,0,Low-Value
12557.0,15,8,18716.14,0,Low-Value
12558.0,7,1,269.96,0,Low-Value
12559.0,310,2,561.71,0,Low-Value
12560.0,4,3,2134.01,0,Low-Value
12561.0,302,1,238.85,0,Low-Value
12562.0,7,9,4966.92,0,Low-Value
12563.0,408,1,249.24,0,Low-Value
12564.0,260,1,456.9,0,Low-Value
12565.0,288,1,145.92,0,Low-Value
12566.0,85,1,351.65,0,Low-Value
12567.0,22,15,13709.86,0,Low-Value
12568.0,644,1,70.0,0,Low-Value
12569.0,1,32,4124.69,0,Low-Value
12570.0,681,1,77.52,0,Low-Value
12571.0,39,2,519.61,0,Low-Value
12572.0,8,2,1020.42,0,Low-Value
12573.0,226,5,717.41,0,Low-Value
12574.0,315,1,218.45,0,Low-Value
12575.0,456,2,622.8199999999999,0,Low-Value
12576.0,35,8,2142.72,0,Low-Value
12577.0,34,8,1653.75,0,Low-Value
12578.0,20,4,4642.45,0,Low-Value
12579.0,77,1,440.42,0,Low-Value
12580.0,246,2,1052.9,0,Low-Value
12581.0,39,1,197.71,0,Low-Value
12582.0,238,4,1980.4,0,Low-Value
12583.0,2,27,14447.44,0,Low-Value
12584.0,3,9,2338.15,0,Low-Value
12585.0,233,2,2040.1,0,Low-Value
12586.0,16,4,2062.67,0,Low-Value
12587.0,7,1,144.0,0,Low-Value
12588.0,38,4,958.78,0,Low-Value
12589.0,28,8,4695.66,0,Low-Value
12590.0,210,2,9864.26,0,Low-Value
12591.0,316,3,1352.15,0,Low-Value
12592.0,91,5,2582.66,0,Low-Value
12593.0,108,3,418.09999999999997,0,Low-Value
12594.0,37,15,5090.110000000001,0,Low-Value
12595.0,504,1,299.02,0,Low-Value
12596.0,50,2,618.27,0,Low-Value
12597.0,18,4,3811.22,0,Low-Value
12598.0,9,11,4534.09,0,Low-Value
12599.0,28,13,2296.72,0,Low-Value
12600.0,28,21,5043.92,0,Low-Value
12601.0,189,6,681.26,0,Low-Value
12602.0,58,1,153.12,0,Low-Value
12603.0,21,1,739.1999999999999,0,Low-Value
12604.0,78,2,254.18,0,Low-Value
12605.0,375,4,1232.95,0,Low-Value
12606.0,681,1,21.0,0,Low-Value
12607.0,59,1,1579.51,0,Low-Value
12608.0,404,1,415.79,0,Low-Value
12609.0,77,9,3435.86,0,Low-Value
12610.0,22,5,2099.54,0,Low-Value
12611.0,51,1,1193.32,0,Low-Value
12612.0,73,1,704.0400000000001,0,Low-Value
12613.0,56,10,6835.07,0,Low-Value
12614.0,277,1,315.6,0,Low-Value
12615.0,1,8,5740.98,0,Low-Value
12616.0,94,3,1131.1,0,Low-Value
12617.0,28,1,355.53,0,Low-Value
12618.0,21,1,177.31,0,Low-Value
12619.0,15,10,3781.38,0,Low-Value
12620.0,14,3,1339.41,0,Low-Value
12621.0,1,35,24775.81,0,Low-Value
12622.0,231,1,180.1,0,Low-Value
12623.0,275,7,3747.84,0,Low-Value
12624.0,105,2,641.13,0,Low-Value
12625.0,211,4,5164.88,0,Low-Value
12626.0,22,9,6620.48,0,Low-Value
12627.0,10,7,4478.53,0,Low-Value
12628.0,3,3,786.46,0,Low-Value
12629.0,385,2,1558.22,0,Low-Value
12630.0,9,2,1270.88,0,Low-Value
12631.0,56,6,3481.57,0,Low-Value
12632.0,520,2,804.88,0,Low-Value
12633.0,58,7,5678.16,0,Low-Value
12634.0,535,2,490.0,0,Low-Value
12635.0,89,4,2930.41,0,Low-Value
12636.0,738,1,141.0,0,Low-Value
12637.0,66,12,8340.31,0,Low-Value
12638.0,32,2,921.49,0,Low-Value
12639.0,238,3,1312.37,0,Low-Value
12640.0,23,3,1174.58,0,Low-Value
12641.0,114,1,185.9,0,Low-Value
12642.0,24,3,1013.26,0,Low-Value
12643.0,127,12,8350.42,0,Low-Value
12644.0,129,4,1918.49,0,Low-Value
12645.0,33,8,3539.3,0,Low-Value
12646.0,4,2,1346.97,0,Low-Value
12647.0,21,36,17924.35,0,Low-Value
12648.0,154,4,1112.0,0,Low-Value
12649.0,106,8,2294.65,0,Low-Value
12650.0,2,1,314.44,0,Low-Value
12651.0,334,4,377.75,0,Low-Value
12652.0,330,2,1017.03,0,Low-Value
12653.0,148,3,4160.83,0,Low-Value
12654.0,10,5,601.98,0,Low-Value
12655.0,423,1,261.35,0,Low-Value
12656.0,16,8,6407.83,0,Low-Value
12657.0,10,4,1643.18,0,Low-Value
12658.0,18,1,686.05,0,Low-Value
12659.0,29,1,91.68,0,Low-Value
12660.0,10,1,245.1,0,Low-Value
12661.0,435,1,162.0,0,Low-Value
12662.0,0,20,6988.02,0,Low-Value
12663.0,624,2,239.4,0,Low-Value
12664.0,7,11,6070.04,0,Low-Value
12665.0,324,3,313.6,0,Low-Value
12666.0,393,1,1248.42,0,Low-Value
12667.0,57,1,620.13,0,Low-Value
12668.0,11,10,11444.68,0,Low-Value
12669.0,150,3,2744.0299999999997,0,Low-Value
12670.0,9,7,3760.29,0,Low-Value
12671.0,605,1,2622.481,0,Low-Value
12672.0,329,2,437.05,0,Low-Value
12673.0,4,3,1230.02,0,Low-Value
12674.0,38,4,1970.6,0,Low-Value
12675.0,553,2,958.5,0,Low-Value
12676.0,24,11,2843.09,0,Low-Value
12677.0,554,2,395.1,0,Low-Value
12678.0,41,21,34281.18,0,Low-Value
12679.0,58,4,1113.02,0,Low-Value
12680.0,0,4,880.81,0,Low-Value
12681.0,14,45,30868.28,0,Low-Value
12682.0,3,52,24033.91,0,Low-Value
12683.0,3,21,12696.78,0,Low-Value
12684.0,7,7,2283.63,0,Low-Value
12685.0,27,6,2863.08,0,Low-Value
12686.0,371,1,178.28,0,Low-Value
12687.0,480,2,2138.91,0,Low-Value
12688.0,113,1,4873.8099999999995,0,Low-Value
12689.0,25,2,1247.61,0,Low-Value
12690.0,205,1,389.01,0,Low-Value
12691.0,27,7,1170.4,0,Low-Value
12692.0,636,1,110.95,0,Low-Value
12693.0,126,7,1703.02,0,Low-Value
12694.0,69,3,1843.35,0,Low-Value
12695.0,6,7,1407.1200000000001,0,Low-Value
12696.0,434,2,851.91,0,Low-Value
12697.0,28,3,957.59,0,Low-Value
12698.0,589,1,339.75,0,Low-Value
12699.0,417,1,638.11,0,Low-Value
12700.0,7,4,4939.99,0,Low-Value
12701.0,79,6,2446.41,0,Low-Value
12702.0,19,1,219.0,0,Low-Value
12703.0,70,4,1006.53,0,Low-Value
12704.0,6,8,2340.84,0,Low-Value
12705.0,14,14,11762.1,0,Low-Value
12707.0,291,1,603.42,0,Low-Value
12708.0,29,18,5314.1,0,Low-Value
12709.0,14,34,31093.34,0,Low-Value
12710.0,96,3,1149.02,0,Low-Value
12711.0,611,2,1339.05,0,Low-Value
12712.0,28,21,7193.66,0,Low-Value
12713.0,0,1,848.55,0,Low-Value
12714.0,8,12,14093.71,0,Low-Value
12715.0,105,1,353.86,0,Low-Value
12716.0,3,2,1053.49,0,Low-Value
12717.0,150,3,1308.91,0,Low-Value
12718.0,70,1,238.25,0,Low-Value
12719.0,4,2,644.95,0,Low-Value
12720.0,2,30,8260.67,0,Low-Value
12721.0,31,8,4013.08,0,Low-Value
12722.0,84,4,997.63,0,Low-Value
12723.0,3,5,725.07,0,Low-Value
12724.0,4,7,2317.52,0,Low-Value
12725.0,370,4,2694.56,0,Low-Value
12726.0,27,11,4014.6,0,Low-Value
12727.0,10,10,5679.53,0,Low-Value
12728.0,70,5,1070.17,0,Low-Value
12729.0,113,1,453.01,0,Low-Value
12730.0,521,1,829.25,0,Low-Value
12731.0,23,17,25775.71,0,Low-Value
12732.0,179,1,236.26000000000002,0,Low-Value
12733.0,233,4,2424.87,0,Low-Value
12734.0,352,3,639.65,0,Low-Value
12735.0,314,2,779.5699999999999,0,Low-Value
12736.0,332,1,234.0,0,Low-Value
12737.0,498,2,3710.5,0,Low-Value
12738.0,371,1,310.7,0,Low-Value
12739.0,77,4,2726.73,0,Low-Value
12740.0,63,1,427.6,0,Low-Value
12741.0,528,2,406.07,0,Low-Value
12742.0,625,1,1201.52,0,Low-Value
12743.0,133,2,546.43,0,Low-Value
12744.0,51,11,25317.06,0,Low-Value
12745.0,486,3,925.41,0,Low-Value
12746.0,540,1,254.55,0,Low-Value
12747.0,1,26,9276.539999999999,0,Low-Value
12748.0,0,336,56599.39,1,High-Value
12749.0,3,9,6897.36,0,Low-Value
12750.0,128,1,275.88,0,Low-Value
12751.0,444,1,268.27,0,Low-Value
12752.0,80,1,4366.78,0,Low-Value
12753.0,22,6,21429.39,0,Low-Value
12754.0,235,3,3010.74,0,Low-Value
12755.0,280,11,9030.66,0,Low-Value
12756.0,86,1,112.07999999999998,0,Low-Value
12757.0,15,13,7857.1,0,Low-Value
12758.0,116,7,9903.24,0,Low-Value
12759.0,51,8,5020.74,0,Low-Value
12760.0,455,1,347.8,0,Low-Value
12761.0,457,2,782.95,0,Low-Value
12762.0,7,2,1898.52,0,Low-Value
12763.0,137,2,814.16,0,Low-Value
12764.0,316,1,1693.88,0,Low-Value
12765.0,471,6,1404.58,0,Low-Value
12766.0,3,9,10068.28,0,Low-Value
12767.0,375,1,949.82,0,Low-Value
12768.0,450,1,168.69000000000003,0,Low-Value
12769.0,238,1,1143.6,0,Low-Value
12770.0,210,2,3246.45,0,Low-Value
12771.0,485,1,282.3,0,Low-Value
12772.0,59,1,892.47,0,Low-Value
12773.0,563,1,124.25,0,Low-Value
12774.0,535,1,98.7,0,Low-Value
12775.0,16,7,1686.12,0,Low-Value
12776.0,667,1,55.5,0,Low-Value
12777.0,457,1,519.45,0,Low-Value
12778.0,19,9,1775.68,0,Low-Value
12779.0,37,14,6722.2699999999995,0,Low-Value
12780.0,598,1,337.4,0,Low-Value
12781.0,63,2,826.74,0,Low-Value
12782.0,4,11,4618.24,0,Low-Value
12783.0,1,6,2225.91,0,Low-Value
12784.0,8,3,1804.75,0,Low-Value
12785.0,363,3,1100.4,0,Low-Value
12786.0,609,1,728.5,0,Low-Value
12787.0,9,4,862.18,0,Low-Value
12788.0,462,4,444.9,0,Low-Value
12789.0,64,3,273.35,0,Low-Value
12790.0,191,2,591.85,0,Low-Value
12791.0,373,6,1056.1100000000001,0,Low-Value
12792.0,256,2,827.01,0,Low-Value
12793.0,334,3,1017.33,0,Low-Value
12794.0,52,2,860.41,0,Low-Value
12795.0,18,1,430.48,0,Low-Value
12796.0,627,1,381.0,0,Low-Value
12797.0,365,2,806.11,0,Low-Value
12798.0,9,4,8510.93,0,Low-Value
12799.0,528,1,219.35,0,Low-Value
12800.0,469,3,584.25,0,Low-Value
12801.0,500,1,1071.82,0,Low-Value
12802.0,186,7,2416.42,0,Low-Value
12803.0,392,1,1092.81,0,Low-Value
12804.0,465,2,327.02,0,Low-Value
12805.0,381,4,1434.95,0,Low-Value
12806.0,434,4,2878.96,0,Low-Value
12807.0,382,1,330.35,0,Low-Value
12808.0,36,5,906.1,0,Low-Value
12809.0,177,3,1755.94,0,Low-Value
12810.0,534,2,534.99,0,Low-Value
12811.0,260,5,1033.9,0,Low-Value
12812.0,44,1,229.64000000000001,0,Low-Value
12813.0,501,3,1687.8,0,Low-Value
12814.0,101,1,125.92,0,Low-Value
12815.0,147,2,1063.46,0,Low-Value
12816.0,95,2,572.2,0,Low-Value
12817.0,280,3,690.98,0,Low-Value
12818.0,261,1,1542.08,0,Low-Value
12819.0,457,1,540.52,0,Low-Value
12820.0,2,11,2689.52,0,Low-Value
12821.0,213,2,220.8,0,Low-Value
12822.0,70,2,948.88,0,Low-Value
12823.0,74,18,6501.5,0,Low-Value
12824.0,59,1,397.12,0,Low-Value
12825.0,520,2,518.63,0,Low-Value
12826.0,2,12,2955.75,0,Low-Value
12827.0,5,3,430.15000000000003,0,Low-Value
12828.0,2,6,1018.71,0,Low-Value
12829.0,336,3,385.3,0,Low-Value
12830.0,37,6,6814.64,0,Low-Value
12831.0,261,3,451.11,0,Low-Value
12832.0,31,2,383.03,0,Low-Value
12833.0,144,1,417.38,0,Low-Value
12834.0,282,1,312.38,0,Low-Value
12835.0,427,41,6043.31,0,Low-Value
12836.0,58,15,6585.62,0,Low-Value
12837.0,172,2,688.41,0,Low-Value
12838.0,33,10,3398.48,0,Low-Value
12839.0,2,26,10071.73,0,Low-Value
12840.0,143,7,4041.97,0,Low-Value
12841.0,4,40,7540.68,0,Low-Value
12842.0,69,4,1917.99,0,Low-Value
12843.0,65,30,6588.41,0,Low-Value
12844.0,28,4,648.6,0,Low-Value
12845.0,266,4,354.09,0,Low-Value
12846.0,681,1,15.58,0,Low-Value
12847.0,21,2,1636.8999999999999,0,Low-Value
12848.0,675,1,208.0,0,Low-Value
12849.0,30,6,3090.56,0,Low-Value
12850.0,445,1,330.0,0,Low-Value
12851.0,96,2,284.13,0,Low-Value
12852.0,294,1,311.55,0,Low-Value
12853.0,134,11,3907.5,0,Low-Value
12854.0,78,7,2994.02,0,Low-Value
12855.0,372,4,650.9399999999999,0,Low-Value
12856.0,7,6,2179.93,0,Low-Value
12857.0,210,6,3688.0,0,Low-Value
12858.0,382,1,177.92,0,Low-Value
12859.0,458,1,575.1,0,Low-Value
12860.0,692,1,55.47,0,Low-Value
12861.0,619,1,68.25,0,Low-Value
12862.0,425,2,1008.3199999999999,0,Low-Value
12863.0,51,6,2792.5499999999997,0,Low-Value
12864.0,137,2,299.57,0,Low-Value
12865.0,25,4,3323.47,0,Low-Value
12866.0,282,3,1227.35,0,Low-Value
12867.0,25,13,7913.29,0,Low-Value
12868.0,185,8,2247.06,0,Low-Value
12869.0,681,1,337.66999999999996,0,Low-Value
12870.0,374,3,1676.95,0,Low-Value
12871.0,83,3,744.02,0,Low-Value
12872.0,326,12,3685.4900000000002,0,Low-Value
12873.0,281,3,2027.3,0,Low-Value
12874.0,384,2,948.42,0,Low-Value
12875.0,142,5,1356.99,0,Low-Value
12876.0,57,4,4081.79,0,Low-Value
12877.0,3,20,2955.17,0,Low-Value
12878.0,235,2,854.99,0,Low-Value
12879.0,44,3,573.22,0,Low-Value
12880.0,381,2,640.13,0,Low-Value
12881.0,275,1,298.0,0,Low-Value
12882.0,8,2,1463.04,0,Low-Value
12883.0,24,4,703.47,0,Low-Value
12884.0,87,1,309.05,0,Low-Value
12885.0,62,3,1175.22,0,Low-Value
12886.0,67,2,1378.4,0,Low-Value
12887.0,383,1,222.4,0,Low-Value
12888.0,213,2,354.12,0,Low-Value
12889.0,380,4,385.46000000000004,0,Low-Value
12890.0,23,2,717.27,0,Low-Value
12891.0,185,11,840.5,0,Low-Value
12892.0,396,1,263.38,0,Low-Value
12893.0,30,1,188.14,0,Low-Value
12894.0,574,1,157.35,0,Low-Value
12895.0,41,2,372.8,0,Low-Value
12897.0,204,4,514.25,0,Low-Value
12898.0,463,2,310.96000000000004,0,Low-Value
12899.0,413,1,366.4,0,Low-Value
12900.0,421,1,340.33,0,Low-Value
12901.0,8,28,17654.54,0,Low-Value
12902.0,264,1,138.68,0,Low-Value
12903.0,428,1,833.53,0,Low-Value
12904.0,17,2,509.58,0,Low-Value
12905.0,576,2,1018.42,0,Low-Value
12906.0,11,5,2919.81,0,Low-Value
12907.0,395,2,508.91,0,Low-Value
12908.0,175,5,1776.0,0,Low-Value
12909.0,39,8,3103.19,0,Low-Value
12910.0,22,13,5796.52,0,Low-Value
12911.0,551,1,1680.47,0,Low-Value
12912.0,2,5,1662.3,0,Low-Value
12913.0,4,13,6700.860000000001,0,Low-Value
12914.0,400,1,223.98,0,Low-Value
12915.0,148,4,1174.75,0,Low-Value
12916.0,138,7,4654.0199999999995,0,Low-Value
12917.0,127,6,4359.2,0,Low-Value
12918.0,625,1,10953.5,0,Low-Value
12919.0,7,6,1335.19,0,Low-Value
12920.0,16,4,488.09000000000003,0,Low-Value
12921.0,8,74,35921.04,0,Low-Value
12922.0,160,1,405.38,0,Low-Value
12923.0,63,3,789.87,0,Low-Value
12924.0,87,12,2469.4,0,Low-Value
12925.0,4,3,729.3299999999999,0,Low-Value
12926.0,410,4,1548.46,0,Low-Value
12927.0,394,1,197.31,0,Low-Value
12928.0,34,12,4304.89,0,Low-Value
12929.0,311,1,117.85,0,Low-Value
12930.0,77,2,415.8,0,Low-Value
12931.0,21,57,92347.34,0,Low-Value
12932.0,538,8,1698.56,0,Low-Value
12933.0,23,8,1687.03,0,Low-Value
12934.0,736,1,181.65,0,Low-Value
12935.0,1,15,4243.86,0,Low-Value
12936.0,16,4,1063.9,0,Low-Value
12937.0,14,9,3097.61,0,Low-Value
12938.0,25,1,114.14,0,Low-Value
12939.0,63,20,25264.8,0,Low-Value
12940.0,54,2,913.54,0,Low-Value
12941.0,723,1,377.49,0,Low-Value
12942.0,130,3,942.65,0,Low-Value
12943.0,557,2,496.5,0,Low-Value
12944.0,35,2,604.51,0,Low-Value
12945.0,287,2,900.11,0,Low-Value
12946.0,436,1,324.45,0,Low-Value
12947.0,143,6,1908.03,0,Low-Value
12948.0,15,9,2317.43,0,Low-Value
12949.0,30,22,15526.7,0,Low-Value
12950.0,1,3,1843.0,0,Low-Value
12951.0,8,15,3213.7200000000003,0,Low-Value
12952.0,5,4,1387.79,0,Low-Value
12953.0,9,2,828.8100000000001,0,Low-Value
12954.0,638,1,162.45,0,Low-Value
12955.0,0,11,4757.16,0,Low-Value
12956.0,305,4,521.89,0,Low-Value
12957.0,9,13,8706.97,0,Low-Value
12958.0,399,2,539.49,0,Low-Value
12959.0,483,1,150.95,0,Low-Value
12960.0,413,4,1322.07,0,Low-Value
12961.0,378,1,211.99,0,Low-Value
12962.0,6,2,266.39,0,Low-Value
12963.0,7,12,3601.59,0,Low-Value
12964.0,436,1,132.24,0,Low-Value
12965.0,88,1,771.91,0,Low-Value
12966.0,9,1,160.18,0,Low-Value
12967.0,357,3,4306.92,0,Low-Value
12968.0,111,1,135.95,0,Low-Value
12969.0,602,1,122.45,0,Low-Value
12970.0,6,10,1524.97,0,Low-Value
12971.0,3,116,15972.79,0,Low-Value
12972.0,413,4,1161.2,0,Low-Value
12973.0,413,1,385.55,0,Low-Value
12974.0,197,2,408.95,0,Low-Value
12975.0,436,6,2100.09,0,Low-Value
12976.0,211,8,3156.38,0,Low-Value
12977.0,155,4,517.63,0,Low-Value
12978.0,384,5,2502.82,0,Low-Value
12979.0,728,1,517.7,0,Low-Value
12980.0,157,21,16245.78,0,Low-Value
12981.0,29,2,372.21999999999997,0,Low-Value
12982.0,242,8,2744.81,0,Low-Value
12983.0,597,1,490.08000000000004,0,Low-Value
12984.0,18,1,97.5,0,Low-Value
12985.0,0,2,1239.38,0,Low-Value
12986.0,428,10,2729.84,0,Low-Value
